,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W/L
17,Roderic Teamer,LVR,0,4,3,75.0%,44,14.7,11.0,0,110.4,1.0,-3,47,2,0,0,0.0,0,4,0,0.0%,W
18,Clelin Ferrell,LVR,0,1,1,100.0%,6,6.0,6.0,0,91.7,-1.0,-1,7,0,0,1,0.0,1,3,0,0.0%,W
19,Luke Masterson,LVR,0,2,1,50.0%,2,2.0,1.0,1,95.8,6.0,2,0,1,0,0,0.0,0,7,0,0.0%,W
20,Kyle Peko,LVR,0,1,1,100.0%,13,13.0,13.0,0,118.7,9.0,9,4,0,0,0,0.0,0,3,0,0.0%,W
21,Amik Robertson,LVR,1,3,1,33.3%,23,23.0,7.7,0,22.2,21.7,13,10,0,0,0,0.0,0,2,0,0.0%,W
22,Tyler Hall,LVR,0,3,1,33.3%,38,38.0,12.7,0,81.9,8.0,-5,43,0,0,0,0.0,0,1,0,0.0%,W
23,Maxx Crosby,LVR,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,W
24,Trevon Moehrig,LVR,0,2,0,0.0%,,,0.0,,39.6,10.0,,,1,0,0,0.0,0,3,0,0.0%,W
25,Isaiah Pola-Mao,LVR,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%,W
0,Ernest Jones,LAR,0,6,5,83.3%,47,9.4,7.8,0,99.3,4.5,22,25,0,0,0,0.0,0,5,0,0.0%,W
1,Derion Kendrick,LAR,0,6,4,66.7%,90,22.5,15.0,1,149.3,8.5,10,80,0,0,0,0.0,0,3,0,0.0%,W
2,Nick Scott,LAR,0,2,2,100.0%,44,22.0,22.0,0,118.7,4.5,9,35,0,0,0,0.0,0,4,0,0.0%,W
3,Taylor Rapp,LAR,0,2,2,100.0%,16,8.0,8.0,0,100.0,2.5,5,11,1,0,0,0.0,0,3,1,25.0%,W
4,Grant Haley,LAR,0,5,2,40.0%,14,7.0,2.8,0,47.9,5.8,6,8,0,0,0,0.0,0,4,0,0.0%,W
5,Bobby Wagner,LAR,0,1,1,100.0%,12,12.0,12.0,0,116.7,6.0,6,6,4,0,0,0.0,0,10,0,0.0%,W
6,Leonard Floyd,LAR,0,1,1,100.0%,35,35.0,35.0,0,118.7,3.0,3,32,12,0,0,0.0,0,5,0,0.0%,W
7,Terrell Lewis,LAR,0,2,1,50.0%,6,6.0,3.0,0,56.2,10.0,0,6,5,0,0,0.0,0,0,0,,W
8,Aaron Donald,LAR,0,0,0,,,,,,,,,,0,0,1,0.0,1,5,1,16.7%,W
9,A'Shawn Robinson,LAR,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,1,33.3%,W
10,Justin Hollins,LAR,0,0,0,,,,,,,,,,5,0,0,0.0,0,3,0,0.0%,W
11,Jalen Ramsey,LAR,0,0,0,,,,,,,,,,3,0,0,0.0,0,2,1,33.3%,W
12,Jordan Fuller,LAR,0,2,0,0.0%,,,0.0,,39.6,-2.5,,,0,0,0,0.0,0,2,0,0.0%,W
13,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
14,Dre Greenlaw,SFO,0,14,11,78.6%,66,6.0,4.7,0,86.3,2.1,23,43,4,1,0,0.0,1,15,0,0.0%,W
15,Deommodore Lenoir,SFO,0,11,9,81.8%,89,9.9,8.1,0,100.4,4.8,44,45,9,0,0,1.0,1,8,3,27.3%,W
16,Emmanuel Moseley,SFO,0,9,7,77.8%,46,6.6,5.1,0,88.0,7.4,22,24,2,0,0,0.0,0,6,1,14.3%,W
17,Fred Warner,SFO,0,7,4,57.1%,40,10.0,5.7,0,73.5,6.0,20,20,5,0,0,0.0,0,9,0,0.0%,W
18,Talanoa Hufanga,SFO,1,5,2,40.0%,25,12.5,5.0,0,16.7,2.0,5,20,1,0,0,0.0,0,4,1,20.0%,W
19,Charvarius Ward,SFO,0,5,2,40.0%,15,7.5,3.0,0,47.9,10.4,14,1,0,0,0,0.0,0,4,0,0.0%,W
20,Nick Bosa,SFO,0,0,0,,,,,,,,,,0,3,3,2.0,8,3,0,0.0%,W
21,Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,1,1,1.0,3,2,1,33.3%,W
22,Hassan Ridgeway,SFO,0,0,0,,,,,,,,,,0,0,1,1.0,2,1,0,0.0%,W
23,Samson Ebukam,SFO,0,0,0,,,,,,,,,,0,0,0,2.0,2,4,0,0.0%,W
24,Kevin Givens,SFO,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%,W
25,Tashaun Gipson,SFO,0,2,0,0.0%,,,0.0,,39.6,7.5,,,1,0,0,0.0,0,2,0,0.0%,W
0,Jordyn Brooks,SEA,0,4,3,75.0%,20,6.7,5.0,0,85.4,4.5,6,14,0,0,0,0.0,0,11,1,8.3%,W
1,Coby Bryant,SEA,0,4,3,75.0%,26,8.7,6.5,0,91.7,3.3,4,22,1,0,0,0.0,0,5,3,37.5%,W
2,Tariq Woolen,SEA,0,5,2,40.0%,30,15.0,6.0,0,60.4,12.8,28,2,0,0,0,0.0,0,3,0,0.0%,W
3,Cody Barton,SEA,0,2,2,100.0%,19,9.5,9.5,0,106.2,5.0,10,9,3,0,0,0.0,0,11,0,0.0%,W
4,Michael Jackson,SEA,0,3,2,66.7%,20,10.0,6.7,0,85.4,5.7,14,6,0,0,0,0.0,0,6,0,0.0%,W
5,Uchenna Nwosu,SEA,0,1,1,100.0%,10,10.0,10.0,0,108.3,-2.0,-2,12,5,0,3,0.0,3,3,1,25.0%,W
6,Josh Jones,SEA,0,3,1,33.3%,25,25.0,8.3,0,64.6,3.7,4,21,2,0,0,0.0,0,4,1,20.0%,W
7,Al Woods,SEA,0,1,1,100.0%,4,4.0,4.0,0,83.3,-2.0,-2,6,0,0,0,0.0,0,7,1,12.5%,W
8,Quandre Diggs,SEA,0,2,1,50.0%,38,38.0,19.0,1,135.4,27.5,16,22,0,0,0,0.0,0,6,1,14.3%,W
9,Boye Mafe,SEA,0,0,0,,,,,,,,,,2,1,0,1.0,2,4,0,0.0%,W
10,DeeJay Dallas,SEA,0,1,0,0.0%,,,0.0,,39.6,10.0,,,0,0,0,0.0,0,1,0,0.0%,W
11,Darryl Johnson,SEA,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,W
12,Darrell Taylor,SEA,0,0,0,,,,,,,,,,3,0,0,0.0,0,3,2,40.0%,W
13,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
14,Dre Greenlaw,SFO,0,7,7,100.0%,36,5.1,5.1,0,88.1,0.7,5,31,1,0,0,0.0,0,8,1,11.1%,W
15,Charvarius Ward,SFO,1,8,6,75.0%,49,8.2,6.1,0,50.5,5.5,30,19,0,0,0,0.0,0,8,0,0.0%,W
16,Emmanuel Moseley,SFO,0,6,4,66.7%,37,9.3,6.2,0,83.3,7.7,34,3,0,0,0,0.0,0,3,0,0.0%,W
17,Fred Warner,SFO,0,3,3,100.0%,16,5.3,5.3,0,88.9,3.3,10,6,1,0,0,0.0,0,3,0,0.0%,W
18,Talanoa Hufanga,SFO,0,4,2,50.0%,26,13.0,6.5,0,70.8,9.5,5,21,1,1,0,0.0,1,6,1,14.3%,W
19,Samuel Womack,SFO,0,2,2,100.0%,13,6.5,6.5,0,93.7,4.0,8,5,0,0,0,0.0,0,3,0,0.0%,W
20,Samson Ebukam,SFO,0,1,1,100.0%,2,2.0,2.0,0,79.2,0.0,0,2,1,0,1,0.0,1,3,0,0.0%,W
21,Tashaun Gipson,SFO,1,2,1,50.0%,27,27.0,13.5,0,56.2,25.5,27,0,0,0,0,0.0,0,1,0,0.0%,W
22,Nick Bosa,SFO,0,0,0,,,,,,,,,,0,1,3,2.0,6,4,0,0.0%,W
23,Kerry Hyder,SFO,0,0,0,,,,,,,,,,0,3,0,0.0,3,0,0,,W
24,Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,0,2,0.0,2,1,0,0.0%,W
25,Hassan Ridgeway,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,W
26,Jordan Mason,SFO,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,2,66.7%,W
0,Talanoa Hufanga,SFO,1,4,2,50.0%,21,10.5,5.3,1,65.6,7.3,19,2,1,0,0,0.0,0,11,1,8.3%,L
1,Dre Greenlaw,SFO,0,2,2,100.0%,14,7.0,7.0,0,95.8,-2.5,-5,19,0,0,0,0.0,0,5,1,16.7%,L
2,Javon Kinlaw,SFO,0,1,1,100.0%,5,5.0,5.0,0,87.5,-3.0,-3,8,0,1,0,0.0,1,0,0,,L
3,Azeez Al-Shaair,SFO,0,3,1,33.3%,3,3.0,1.0,0,42.4,10.0,1,2,0,0,0,0.0,0,5,0,0.0%,L
4,Samuel Womack,SFO,0,2,1,50.0%,22,22.0,11.0,0,89.6,11.0,22,0,2,0,0,0.0,0,0,0,,L
5,Emmanuel Moseley,SFO,0,1,1,100.0%,8,8.0,8.0,0,100.0,0.0,0,8,0,0,0,0.0,0,2,2,50.0%,L
6,Nick Bosa,SFO,0,0,0,,,,,,,,,,0,1,1,1.0,3,5,0,0.0%,L
7,Arik Armstead,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,L
8,Fred Warner,SFO,0,1,0,0.0%,,,0.0,,39.6,0.0,,,0,1,0,0.0,1,6,0,0.0%,L
9,Samson Ebukam,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,1,33.3%,L
10,Tashaun Gipson,SFO,0,2,0,0.0%,,,0.0,,39.6,17.0,,,0,0,0,0.0,0,3,0,0.0%,L
11,Charvarius Ward,SFO,0,3,0,0.0%,,,0.0,,39.6,20.0,,,0,0,0,0.0,0,2,0,0.0%,L
12,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,L
13,Kyler Gordon,CHI,0,7,5,71.4%,70,14.0,10.0,0,103.3,7.4,44,26,1,0,0,0.0,0,6,0,0.0%,L
14,Kindle Vildor,CHI,0,5,4,80.0%,59,14.8,11.8,0,115.8,10.2,44,15,0,0,0,0.0,0,5,0,0.0%,L
15,Roquan Smith,CHI,0,7,3,42.9%,27,9.0,3.9,0,53.9,13.1,23,4,0,0,0,0.5,1,9,0,0.0%,L
16,Jaylon Johnson,CHI,0,4,2,50.0%,28,14.0,7.0,0,72.9,6.5,20,8,0,0,0,0.0,0,4,0,0.0%,L
17,Nicholas Morrow,CHI,0,3,2,66.7%,17,8.5,5.7,0,81.2,9.0,17,0,0,0,0,0.0,0,6,0,0.0%,L
18,Al-Quadin Muhammad,CHI,0,1,1,100.0%,6,6.0,6.0,0,91.7,-2.0,-2,8,0,2,0,0.0,2,1,1,50.0%,L
19,Jaquan Brisker,CHI,0,7,1,14.3%,2,2.0,0.3,0,39.6,9.7,-4,6,0,0,0,0.0,0,4,2,33.3%,L
20,Dominique Robinson,CHI,0,0,0,,,,,,,,,,0,1,0,1.5,3,7,0,0.0%,L
21,Trevis Gipson,CHI,0,0,0,,,,,,,,,,0,1,1,0.0,2,3,0,0.0%,L
22,Justin Jones,CHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,L
23,Eddie Jackson,CHI,1,3,0,0.0%,,,0.0,,0.0,12.3,,,0,0,0,0.0,0,4,2,33.3%,L
24,Robert Quinn,CHI,0,1,0,0.0%,,,0.0,,39.6,-4.0,,,0,0,0,0.0,0,2,0,0.0%,L
0,Oren Burks,SFO,0,8,6,75.0%,40,6.7,5.0,1,125.0,2.5,1,39,1,0,0,0.0,0,7,1,12.5%,W
1,Talanoa Hufanga,SFO,0,4,4,100.0%,24,6.0,6.0,0,91.7,1.8,7,17,2,0,0,0.0,0,8,1,11.1%,W
2,Jimmie Ward,SFO,0,4,3,75.0%,34,11.3,8.5,0,100.0,6.0,21,13,1,0,0,0.0,0,5,0,0.0%,W
3,Charvarius Ward,SFO,0,6,3,50.0%,17,5.7,2.8,0,56.2,4.2,4,13,1,0,0,0.0,0,6,0,0.0%,W
4,Deommodore Lenoir,SFO,0,3,2,66.7%,43,21.5,14.3,0,109.7,13.3,39,4,0,0,0,0.0,0,2,0,0.0%,W
5,Fred Warner,SFO,0,3,1,33.3%,10,10.0,3.3,0,43.7,4.3,1,9,4,0,0,0.5,1,12,0,0.0%,W
6,Tashaun Gipson,SFO,0,2,1,50.0%,13,13.0,6.5,0,70.8,6.0,10,3,1,0,0,0.0,0,0,0,,W
7,Ambry Thomas,SFO,0,1,1,100.0%,6,6.0,6.0,0,91.7,5.0,5,1,0,0,0,0.0,0,1,0,0.0%,W
8,Nick Bosa,SFO,0,0,0,,,,,,,,,,0,1,0,1.5,3,4,0,0.0%,W
9,T.Y. McGill,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,,W
10,Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,W
11,Samson Ebukam,SFO,0,2,0,0.0%,,,0.0,,39.6,-4.0,,,0,0,0,0.0,0,3,0,0.0%,W
12,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
13,Derion Kendrick,LAR,0,5,5,100.0%,84,16.8,16.8,0,118.7,10.8,54,30,0,0,0,0.0,0,6,0,0.0%,W
14,Ernest Jones,LAR,0,4,4,100.0%,28,7.0,7.0,0,95.8,-0.3,-8,36,0,0,0,0.0,0,7,3,30.0%,W
15,Nick Scott,LAR,0,5,4,80.0%,69,17.3,13.8,2,158.3,19.0,52,17,1,0,0,0.0,0,8,1,11.1%,W
16,Taylor Rapp,LAR,0,3,3,100.0%,27,9.0,9.0,1,143.7,6.7,20,7,0,0,0,0.0,0,7,2,22.2%,W
17,Leonard Floyd,LAR,0,2,2,100.0%,13,6.5,6.5,0,93.7,0.0,0,13,0,0,0,2.0,2,9,0,0.0%,W
18,Bobby Wagner,LAR,0,2,2,100.0%,19,9.5,9.5,0,106.2,1.0,2,17,2,1,0,0.0,1,5,0,0.0%,W
19,Jalen Ramsey,LAR,0,4,2,50.0%,34,17.0,8.5,0,79.2,8.0,24,10,0,0,0,0.0,0,6,0,0.0%,W
20,Justin Hollins,LAR,0,1,1,100.0%,-5,-5.0,-5.0,0,79.2,-9.0,-9,4,0,0,0,0.0,0,1,0,0.0%,W
21,Aaron Donald,LAR,0,0,0,,,,,,,,,,0,1,0,0.0,1,7,0,0.0%,W
22,Greg Gaines,LAR,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%,W
23,Terrell Lewis,LAR,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%,W
0,Logan Ryan,TAM,0,4,4,100.0%,59,14.8,14.8,1,158.3,10.3,41,18,2,0,0,0.0,0,9,0,0.0%,W
1,Carlton Davis,TAM,0,6,4,66.7%,41,10.3,6.8,0,86.1,3.3,18,23,0,0,0,0.0,0,5,0,0.0%,W
2,Dee Delaney,TAM,0,3,3,100.0%,14,4.7,4.7,0,86.1,3.3,10,4,0,0,0,0.0,0,3,0,0.0%,W
3,Jamel Dean,TAM,0,2,2,100.0%,57,28.5,28.5,1,158.3,21.0,42,15,0,0,0,0.0,0,2,0,0.0%,W
4,Devin White,TAM,0,1,1,100.0%,1,1.0,1.0,0,79.2,-7.0,-7,8,3,0,1,0.0,1,5,0,0.0%,W
5,Keanu Neal,TAM,0,1,1,100.0%,18,18.0,18.0,0,118.7,14.0,14,4,0,0,0,0.0,0,6,1,14.3%,W
6,Zyon McCollum,TAM,0,1,1,100.0%,10,10.0,10.0,0,108.3,6.0,6,4,0,0,0,0.0,0,1,0,0.0%,W
7,Nolan Turner,TAM,0,1,1,100.0%,-5,-5.0,-5.0,0,79.2,-5.0,-5,0,0,0,0,0.0,0,1,0,0.0%,W
8,Carl Nassib,TAM,0,0,0,,,,,,,,,,0,1,1,0.0,2,3,0,0.0%,W
9,Deadrin Senat,TAM,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,W
10,Akiem Hicks,TAM,0,0,0,,,,,,,,,,1,0,1,0.0,1,3,0,0.0%,W
11,Logan Hall,TAM,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%,W
12,Anthony Nelson,TAM,0,1,0,0.0%,,,0.0,,39.6,-6.0,,,2,0,0,0.0,0,7,0,0.0%,W
13,Joe Tryon-Shoyinka,TAM,0,0,0,,,,,,,,,,2,0,0,0.0,0,1,0,0.0%,W
14,William Gholston,TAM,0,1,0,0.0%,,,0.0,,39.6,-4.0,,,0,0,0,0.0,0,3,0,0.0%,W
15,Lavonte David,TAM,0,1,0,0.0%,,,0.0,,39.6,2.0,,,2,0,0,0.0,0,5,0,0.0%,W
16,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
17,Dre Greenlaw,SFO,1,10,10,100.0%,65,6.5,6.5,1,87.5,3.2,32,33,1,0,0,0.0,0,15,0,0.0%,W
18,Jimmie Ward,SFO,0,14,7,50.0%,35,5.0,2.5,0,56.2,4.4,24,11,4,0,1,0.0,1,8,1,11.1%,W
19,Charvarius Ward,SFO,0,8,6,75.0%,44,7.3,5.5,0,87.5,4.4,26,18,0,0,0,0.0,0,8,0,0.0%,W
20,Deommodore Lenoir,SFO,0,9,5,55.6%,31,6.2,3.4,0,62.7,11.0,13,18,0,0,0,0.0,0,5,1,16.7%,W
21,Fred Warner,SFO,0,4,3,75.0%,48,16.0,12.0,0,114.6,11.3,28,20,2,0,0,0.0,0,7,1,12.5%,W
22,Nick Bosa,SFO,0,1,1,100.0%,6,6.0,6.0,0,91.7,-2.0,-2,8,0,0,1,0.0,1,3,0,0.0%,W
23,Talanoa Hufanga,SFO,0,2,1,50.0%,4,4.0,2.0,0,56.2,11.0,4,0,0,0,0,0.0,0,5,0,0.0%,W
24,Tashaun Gipson,SFO,1,2,1,50.0%,20,20.0,10.0,0,45.8,16.5,20,0,0,0,0,0.0,0,5,0,0.0%,W
25,Kerry Hyder,SFO,0,0,0,,,,,,,,,,0,0,2,0.0,2,2,0,0.0%,W
26,Jordan Willis,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,W
27,Azeez Al-Shaair,SFO,0,1,0,0.0%,,,0.0,,39.6,11.0,,,2,1,0,0.0,1,1,0,0.0%,W
28,Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%,W
29,Samson Ebukam,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,W
30,Arik Armstead,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,W
0,Jalen Thompson,ARI,0,8,7,87.5%,95,13.6,11.9,1,155.7,4.1,11,84,0,0,0,0.0,0,8,1,11.1%,W
1,Christian Matthew,ARI,0,5,4,80.0%,52,13.0,10.4,0,110.0,8.4,35,17,0,0,0,0.0,0,5,1,16.7%,W
2,Jace Whittaker,ARI,0,3,2,66.7%,26,13.0,8.7,0,93.7,9.0,20,6,0,0,0,0.0,0,6,0,0.0%,W
3,Isaiah Simmons,ARI,0,1,1,100.0%,4,4.0,4.0,1,122.9,4.0,4,0,2,0,0,1.0,1,9,0,0.0%,W
4,Kamu Grugier-Hill,ARI,0,1,1,100.0%,1,1.0,1.0,1,118.7,1.0,1,0,0,0,0,0.0,0,2,0,0.0%,W
5,J.J. Watt,ARI,0,0,0,,,,,,,,,,0,0,0,2.0,2,5,0,0.0%,W
6,Ben Niemann,ARI,0,0,0,,,,,,,,,,2,1,0,0.0,1,9,0,0.0%,W
7,Cameron Thomas,ARI,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%,W
8,Dennis Gardeck,ARI,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%,W
9,Leki Fotu,ARI,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%,W
10,Zeke Turner,ARI,0,2,0,0.0%,,,0.0,,39.6,0.0,,,1,0,0,0.0,0,5,0,0.0%,W
11,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
12,Deommodore Lenoir,SFO,0,7,5,71.4%,96,19.2,13.7,1,153.3,13.7,45,51,0,0,0,0.0,0,7,1,12.5%,W
13,Jimmie Ward,SFO,0,4,4,100.0%,46,11.5,11.5,0,114.6,5.5,22,24,1,0,1,0.0,1,3,0,0.0%,W
14,Azeez Al-Shaair,SFO,0,3,3,100.0%,21,7.0,7.0,0,95.8,1.7,5,16,2,0,1,0.0,1,11,0,0.0%,W
15,Fred Warner,SFO,0,4,3,75.0%,21,7.0,5.3,0,86.5,-3.0,-12,33,2,0,0,0.0,0,8,1,11.1%,W
16,Talanoa Hufanga,SFO,0,3,2,66.7%,20,10.0,6.7,0,85.4,-0.7,-2,22,3,0,0,0.0,0,4,0,0.0%,W
17,Samuel Womack,SFO,0,1,1,100.0%,-4,-4.0,-4.0,0,79.2,-5.0,-5,1,0,0,0,0.0,0,1,0,0.0%,W
18,Oren Burks,SFO,0,1,1,100.0%,6,6.0,6.0,0,91.7,6.0,6,0,0,0,0,0.0,0,4,0,0.0%,W
19,Charvarius Ward,SFO,0,2,1,50.0%,3,3.0,1.5,0,56.2,2.0,-3,6,0,0,0,0.0,0,2,0,0.0%,W
20,Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,1,0,0.5,2,1,0,0.0%,W
21,Jordan Willis,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%,W
22,Nick Bosa,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,1,33.3%,W
23,Samson Ebukam,SFO,0,0,0,,,,,,,,,,0,0,0,0.5,1,1,0,0.0%,W
24,George Odum,SFO,1,1,0,0.0%,,,0.0,,0.0,24.0,,,0,0,0,0.0,0,3,0,0.0%,W
25,Tashaun Gipson,SFO,2,1,0,0.0%,,,0.0,,0.0,42.0,,,0,0,0,0.0,0,2,1,33.3%,W
0,Jimmie Ward,SFO,1,8,7,87.5%,45,6.4,5.6,0,50.5,1.5,10,35,0,0,0,0.0,0,5,0,0.0%,W
1,Fred Warner,SFO,0,8,6,75.0%,80,13.3,10.0,0,106.2,2.1,7,73,1,0,0,1.0,1,6,2,25.0%,W
2,Charvarius Ward,SFO,0,8,6,75.0%,61,10.2,7.6,0,96.4,10.3,51,10,0,0,0,0.0,0,10,0,0.0%,W
3,Dre Greenlaw,SFO,0,6,4,66.7%,24,6.0,4.0,0,74.3,2.3,16,8,1,0,0,0.0,0,9,2,18.2%,W
4,Samuel Womack,SFO,1,5,3,60.0%,16,5.3,3.2,0,25.8,6.6,16,0,0,0,0,0.0,0,4,0,0.0%,W
5,Talanoa Hufanga,SFO,0,2,2,100.0%,23,11.5,11.5,0,114.6,11.5,23,0,3,1,0,0.0,1,6,1,14.3%,W
6,Oren Burks,SFO,0,2,2,100.0%,28,14.0,14.0,0,118.7,10.5,21,7,1,0,0,0.0,0,1,0,0.0%,W
7,Nick Bosa,SFO,0,0,0,,,,,,,,,,0,0,2,1.0,3,3,0,0.0%,W
8,Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,0,2,0.0,2,0,1,100.0%,W
9,Drake Jackson,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,,W
10,T.Y. McGill,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,W
11,Kerry Hyder,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%,W
12,Kevin Givens,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,W
13,Azeez Al-Shaair,SFO,0,0,0,,,,,,,,,,2,0,0,0.0,0,3,0,0.0%,W
14,Tashaun Gipson,SFO,0,1,0,0.0%,,,0.0,,39.6,16.0,,,1,0,0,0.0,0,3,1,25.0%,W
15,Deommodore Lenoir,SFO,0,1,0,0.0%,,,0.0,,39.6,17.0,,,1,0,0,0.0,0,4,1,20.0%,W
16,Tarvarius Moore,SFO,0,1,0,0.0%,,,0.0,,39.6,14.0,,,0,0,0,0.0,0,0,0,,W
17,Hassan Ridgeway,SFO,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,W
18,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
19,Budda Baker,ARI,0,6,5,83.3%,74,14.8,12.3,1,157.6,7.7,37,37,2,0,0,0.0,0,10,2,16.7%,W
20,Tanner Vallejo,ARI,0,5,5,100.0%,77,15.4,15.4,1,158.3,1.6,8,69,0,0,0,0.0,0,3,2,40.0%,W
21,Ben Niemann,ARI,0,3,3,100.0%,18,6.0,6.0,0,91.7,2.3,7,11,1,0,0,0.0,0,7,0,0.0%,W
22,Marco Wilson,ARI,0,6,2,33.3%,17,8.5,2.8,1,81.9,14.7,9,8,0,0,0,0.0,0,3,1,25.0%,W
23,Zach Allen,ARI,0,1,1,100.0%,5,5.0,5.0,0,87.5,3.0,3,2,0,0,1,0.0,1,3,1,25.0%,W
24,Zaven Collins,ARI,0,1,1,100.0%,6,6.0,6.0,0,91.7,3.0,3,3,3,1,0,0.0,1,7,0,0.0%,W
25,Antonio Hamilton,ARI,0,3,1,33.3%,19,19.0,6.3,0,56.2,3.3,6,13,0,0,0,0.0,0,3,0,0.0%,W
26,Isaiah Simmons,ARI,0,3,1,33.3%,5,5.0,1.7,0,42.4,1.3,-4,9,2,0,0,0.0,0,3,2,40.0%,W
27,Trayvon Mullen,ARI,0,1,1,100.0%,7,7.0,7.0,1,135.4,7.0,7,0,0,0,0,0.0,0,0,0,,W
28,Cameron Thomas,ARI,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,W
29,Trysten Hill,ARI,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,W
30,Markus Golden,ARI,0,0,0,,,,,,,,,,5,0,1,0.0,1,1,0,0.0%,W
31,Myjai Sanders,ARI,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%,W
32,Jalen Thompson,ARI,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,W
33,Leki Fotu,ARI,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%,W
34,Michael Dogbe,ARI,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,W
35,Dennis Gardeck,ARI,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,1,50.0%,W
0,Chris Harris Jr.,NOR,0,6,6,100.0%,47,7.8,7.8,0,99.3,4.8,29,18,0,0,0,0.0,0,7,0,0.0%,W
1,Kaden Elliss,NOR,0,5,5,100.0%,38,7.6,7.6,0,98.3,3.4,17,21,2,0,0,0.0,0,13,0,0.0%,W
