,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W/L
29,Brian Asamoah,MIN,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,1,50.0%,L
0,Eric Stokes,GNB,0,4,4,100.0%,54,13.5,13.5,1,158.3,9.5,38,16,0,0,0,0.0,0,5,0,0.0%,W
1,Jaire Alexander,GNB,0,5,3,60.0%,20,6.7,4.0,0,68.7,3.4,4,16,0,0,0,0.0,0,5,1,16.7%,W
2,Quay Walker,GNB,0,4,3,75.0%,31,10.3,7.8,0,96.9,3.0,9,22,0,0,0,0.0,0,8,1,11.1%,W
3,Rasul Douglas,GNB,0,3,3,100.0%,11,3.7,3.7,0,81.9,0.3,1,10,0,0,0,0.0,0,4,0,0.0%,W
4,Adrian Amos,GNB,0,3,2,66.7%,70,35.0,23.3,0,109.7,12.3,32,38,0,0,0,0.0,0,3,1,25.0%,W
5,De'Vondre Campbell,GNB,0,5,2,40.0%,10,5.0,2.0,0,47.9,0.4,-4,14,0,0,0,0.0,0,11,2,15.4%,W
6,Darnell Savage Jr.,GNB,0,2,2,100.0%,21,10.5,10.5,0,110.4,15.5,21,0,0,0,0,0.0,0,2,0,0.0%,W
7,Preston Smith,GNB,0,1,1,100.0%,5,5.0,5.0,0,87.5,4.0,4,1,2,1,2,0.0,3,3,1,25.0%,W
8,Jarran Reed,GNB,0,1,1,100.0%,10,10.0,10.0,0,108.3,-5.0,-5,15,0,1,0,0.0,1,4,0,0.0%,W
9,Kingsley Enagbare,GNB,0,1,1,100.0%,5,5.0,5.0,0,87.5,5.0,5,0,0,0,0,0.0,0,2,0,0.0%,W
10,Keisean Nixon,GNB,0,1,1,100.0%,4,4.0,4.0,0,83.3,3.0,3,1,0,0,0,0.0,0,1,0,0.0%,W
11,Kenny Clark,GNB,0,0,0,,,,,,,,,,0,1,2,0.0,3,4,0,0.0%,W
12,Rashan Gary,GNB,0,0,0,,,,,,,,,,5,0,1,1.0,2,7,0,0.0%,W
13,Dean Lowry,GNB,0,0,0,,,,,,,,,,0,0,2,0.0,2,3,0,0.0%,W
14,Tedarrell Slaton,GNB,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%,W
15,Krys Barnes,GNB,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%,W
16,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
17,Jordan Hicks,MIN,0,8,8,100.0%,87,10.9,10.9,0,112.0,3.0,24,63,0,0,0,1.0,1,14,2,12.5%,W
18,Patrick Peterson,MIN,0,8,5,62.5%,40,8.0,5.0,0,75.0,5.8,6,34,0,0,0,0.0,0,6,0,0.0%,W
19,Cameron Dantzler,MIN,0,5,4,80.0%,26,6.5,5.2,0,88.3,6.0,13,13,0,0,0,0.0,0,5,1,16.7%,W
20,Eric Kendricks,MIN,0,6,3,50.0%,40,13.3,6.7,0,71.5,2.8,-1,41,1,1,0,0.0,1,4,0,0.0%,W
21,Harrison Phillips,MIN,0,1,1,100.0%,0,0.0,0.0,0,79.2,-3.0,-3,3,0,2,0,0.0,2,3,0,0.0%,W
22,Harrison Smith,MIN,1,2,1,50.0%,15,15.0,7.5,0,35.4,29.0,13,2,0,0,0,0.0,0,7,1,12.5%,W
23,Akayleb Evans,MIN,0,1,1,100.0%,9,9.0,9.0,0,104.2,9.0,9,0,0,0,0,0.0,0,1,0,0.0%,W
24,Camryn Bynum,MIN,0,1,1,100.0%,23,23.0,23.0,0,118.7,18.0,18,5,0,0,0,0.0,0,7,0,0.0%,W
25,Chandon Sullivan,MIN,0,2,1,50.0%,8,8.0,4.0,0,60.4,3.5,7,1,0,0,0,0.0,0,4,0,0.0%,W
26,Ross Blacklock,MIN,0,1,1,100.0%,12,12.0,12.0,0,116.7,4.0,4,8,0,0,0,0.0,0,0,0,,W
27,Danielle Hunter,MIN,0,0,0,,,,,,,,,,0,1,0,1.0,2,3,0,0.0%,W
28,Za'Darius Smith,MIN,0,0,0,,,,,,,,,,5,0,1,1.0,2,2,0,0.0%,W
29,Patrick Jones II,MIN,0,0,0,,,,,,,,,,2,1,0,0.0,1,0,0,,W
30,Dalvin Tomlinson,MIN,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%,W
31,D.J. Wonnum,MIN,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,W
0,Zaire Franklin,IND,0,7,7,100.0%,87,12.4,12.4,0,118.5,4.0,28,59,1,0,0,0.0,0,10,2,16.7%,W
1,Stephon Gilmore,IND,0,12,6,50.0%,63,10.5,5.3,2,105.2,6.3,36,27,0,0,0,0.0,0,7,1,12.5%,W
2,Julian Blackmon,IND,1,7,4,57.1%,42,10.5,6.0,0,35.1,6.1,16,26,2,0,0,0.0,0,4,2,33.3%,W
3,Isaiah Rodgers,IND,0,10,4,40.0%,107,26.8,10.7,2,119.6,9.6,32,75,0,0,0,0.0,0,6,1,14.3%,W
4,Bobby Okereke,IND,0,5,4,80.0%,31,7.8,6.2,0,92.5,0.6,0,31,0,0,0,0.0,0,12,1,7.7%,W
5,Rodney McLeod,IND,0,8,3,37.5%,39,13.0,4.9,0,53.6,13.3,30,9,1,0,0,0.0,0,7,0,0.0%,W
6,Rodney Thomas II,IND,1,5,3,60.0%,91,30.3,18.2,0,64.6,15.8,38,53,0,0,0,0.0,0,4,3,42.9%,W
7,DeForest Buckner,IND,0,0,0,,,,,,,,,,0,0,2,1.0,3,3,0,0.0%,W
8,Dayo Odeyingbo,IND,0,0,0,,,,,,,,,,0,0,0,2.0,2,5,0,0.0%,W
9,Kwity Paye,IND,0,0,0,,,,,,,,,,0,0,1,1.0,2,6,0,0.0%,W
10,Grover Stewart,IND,0,0,0,,,,,,,,,,0,0,1,1.0,2,3,0,0.0%,W
11,Yannick Ngakoue,IND,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,W
12,Ifeadi Odenigbo,IND,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,W
13,Kylen Granson,IND,0,1,0,0.0%,,,0.0,,39.6,8.0,,,0,0,0,0.0,0,0,0,,W
14,Dallis Flowers,IND,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,W
15,E.J. Speed,IND,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%,W
16,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
17,Camryn Bynum,MIN,0,7,5,71.4%,55,11.0,7.9,0,94.3,10.3,43,12,0,0,0,0.0,0,7,0,0.0%,W
18,Eric Kendricks,MIN,0,5,4,80.0%,47,11.8,9.4,1,145.4,3.2,15,32,5,0,0,1.0,1,12,0,0.0%,W
19,Chandon Sullivan,MIN,0,3,3,100.0%,27,9.0,9.0,0,104.2,8.3,25,2,2,0,0,0.0,0,6,0,0.0%,W
20,Patrick Peterson,MIN,0,7,2,28.6%,21,10.5,3.0,0,39.6,9.3,18,3,0,0,0,0.0,0,4,0,0.0%,W
21,Duke Shelley,MIN,0,9,2,22.2%,19,9.5,2.1,0,39.6,9.3,8,11,0,0,0,0.0,0,3,0,0.0%,W
22,Jordan Hicks,MIN,0,1,1,100.0%,13,13.0,13.0,0,118.7,-6.0,-6,19,3,1,0,0.0,1,7,0,0.0%,W
23,Kris Boyd,MIN,0,1,1,100.0%,0,0.0,0.0,0,79.2,-1.0,-1,1,0,0,0,0.0,0,3,0,0.0%,W
24,Danielle Hunter,MIN,0,0,0,,,,,,,,,,0,0,3,1.5,5,5,0,0.0%,W
25,Za'Darius Smith,MIN,0,0,0,,,,,,,,,,1,0,1,0.5,2,5,0,0.0%,W
26,Dalvin Tomlinson,MIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%,W
27,Harrison Smith,MIN,0,0,0,,,,,,,,,,4,0,0,0.0,0,4,0,0.0%,W
28,Khyiris Tonga,MIN,0,0,0,,,,,,,,,,0,0,0,0.0,0,6,1,14.3%,W
29,D.J. Wonnum,MIN,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%,W
