,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W/L
0,Juan Thornhill,KAN,1,7,6,85.7%,112,18.7,16.0,0,79.2,17.0,79,33,1,0,0,0.0,0,11,0,0.0%,W
1,Willie Gay Jr.,KAN,0,6,5,83.3%,48,9.6,8.0,0,100.0,4.5,22,26,3,0,0,0.5,1,8,0,0.0%,W
2,L'Jarius Sneed,KAN,0,7,5,71.4%,35,7.0,5.0,0,82.4,2.4,6,29,1,0,0,0.5,1,6,0,0.0%,W
3,Jaylen Watson,KAN,0,6,5,83.3%,69,13.8,11.5,1,154.2,9.8,54,15,1,0,0,0.0,0,6,0,0.0%,W
4,Justin Reid,KAN,0,6,4,66.7%,82,20.5,13.7,0,109.7,8.0,48,34,2,0,0,0.0,0,7,2,22.2%,W
5,Nick Bolton,KAN,0,4,2,50.0%,26,13.0,6.5,0,70.8,11.5,19,7,1,0,1,0.0,1,10,0,0.0%,W
6,Joshua Williams,KAN,1,6,2,33.3%,23,11.5,3.8,1,45.8,5.5,23,0,0,0,0,0.0,0,1,0,0.0%,W
7,Chris Lammons,KAN,0,4,2,50.0%,30,15.0,7.5,0,75.0,7.8,13,17,0,0,0,0.0,0,2,0,0.0%,W
8,Frank Clark,KAN,0,2,1,50.0%,13,13.0,6.5,0,70.8,2.0,-4,17,3,0,0,1.5,2,2,0,0.0%,W
9,Khalen Saunders,KAN,0,1,1,100.0%,11,11.0,11.0,0,112.5,3.0,3,8,0,0,0,0.5,1,3,0,0.0%,W
10,George Karlaftis III,KAN,0,1,1,100.0%,11,11.0,11.0,0,112.5,0.0,0,11,0,1,0,0.0,1,2,0,0.0%,W
11,Malik Herring,KAN,0,1,1,100.0%,4,4.0,4.0,0,83.3,2.0,2,2,0,0,0,0.0,0,1,1,50.0%,W
12,Chris Jones,KAN,0,0,0,,,,,,,,,,0,0,0,2.0,2,3,0,0.0%,W
13,Taylor Stallworth,KAN,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,W
14,James Winchester,KAN,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,,W
15,Dicaprio Bootle,KAN,0,2,0,0.0%,,,0.0,,39.6,11.5,,,0,0,0,0.0,0,1,0,0.0%,W
16,Darius Harris,KAN,0,1,0,0.0%,,,0.0,,39.6,6.0,,,1,0,0,0.0,0,0,0,,W
17,Leo Chenal,KAN,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,1,50.0%,W
