,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W/L
23,Devon Kennard,ARI,0,4,4,100.0%,48,12.0,12.0,1,156.2,-1.3,-5,53,5,2,0,0.0,2,1,0,0.0%,W
24,Byron Murphy,ARI,0,5,4,80.0%,29,7.3,5.8,1,130.4,3.8,17,12,2,1,0,0.0,1,4,0,0.0%,W
25,Marco Wilson,ARI,0,7,4,57.1%,44,11.0,6.3,0,75.9,9.1,30,14,1,1,0,0.0,1,5,1,16.7%,W
26,Nick Vigil,ARI,0,4,4,100.0%,58,14.5,14.5,0,118.7,11.0,44,14,1,0,0,0.0,0,3,2,40.0%,W
27,Budda Baker,ARI,0,5,3,60.0%,37,12.3,7.4,0,82.9,13.6,23,14,4,2,0,0.0,2,13,1,7.1%,W
28,Isaiah Simmons,ARI,0,3,3,100.0%,53,17.7,17.7,1,158.3,11.3,34,19,3,1,0,0.0,1,3,0,0.0%,W
29,Zeke Turner,ARI,0,3,3,100.0%,28,9.3,9.3,1,145.1,5.7,17,11,2,1,0,0.0,1,4,0,0.0%,W
30,Jalen Thompson,ARI,0,4,3,75.0%,15,5.0,3.8,1,119.8,9.0,-1,16,0,0,0,0.0,0,9,0,0.0%,W
31,Zaven Collins,ARI,0,3,2,66.7%,17,8.5,5.7,0,81.2,17.7,6,11,4,2,0,0.0,2,7,1,12.5%,W
32,Markus Golden,ARI,0,1,1,100.0%,18,18.0,18.0,0,118.7,-6.0,-6,24,4,0,2,0.0,2,1,0,0.0%,W
33,Jace Whittaker,ARI,0,2,1,50.0%,30,30.0,15.0,0,95.8,11.5,15,15,1,1,0,0.0,1,0,0,,W
34,Dennis Gardeck,ARI,0,0,0,,,,,,,,,,7,3,1,0.0,4,4,0,0.0%,W
35,Zach Allen,ARI,0,0,0,,,,,,,,,,7,2,2,0.0,4,2,0,0.0%,W
36,Victor Dimukeje,ARI,0,0,0,,,,,,,,,,2,1,1,0.0,2,2,0,0.0%,W
37,Rashard Lawrence,ARI,0,0,0,,,,,,,,,,5,1,0,0.0,1,2,0,0.0%,W
38,Jonathan Ledbetter,ARI,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,,W
39,Leki Fotu,ARI,0,0,0,,,,,,,,,,3,0,0,0.0,0,2,0,0.0%,W
40,Michael Dogbe,ARI,0,0,0,,,,,,,,,,2,0,0,0.0,0,5,0,0.0%,W
0,Joshua Williams,KAN,0,8,6,75.0%,99,16.5,12.4,1,155.7,10.0,56,43,0,0,0,0.0,0,7,2,22.2%,L
1,Nick Bolton,KAN,0,5,5,100.0%,46,9.2,9.2,0,105.0,1.8,9,37,0,0,0,0.0,0,16,1,5.9%,L
2,Juan Thornhill,KAN,0,7,5,71.4%,58,11.6,8.3,1,135.7,13.1,45,13,0,0,0,0.0,0,10,1,9.1%,L
3,Trent McDuffie,KAN,0,4,3,75.0%,22,7.3,5.5,0,87.5,7.0,8,14,0,0,0,0.0,0,6,0,0.0%,L
4,Darius Harris,KAN,0,2,2,100.0%,24,12.0,12.0,0,116.7,1.0,2,22,1,0,0,0.0,0,1,0,0.0%,L
5,L'Jarius Sneed,KAN,0,2,2,100.0%,15,7.5,7.5,0,97.9,5.5,11,4,1,0,0,0.0,0,6,0,0.0%,L
6,Justin Reid,KAN,0,2,1,50.0%,19,19.0,9.5,0,83.3,7.0,13,6,3,0,0,0.0,0,4,2,33.3%,L
7,Michael Danna,KAN,0,1,1,100.0%,3,3.0,3.0,0,79.2,-5.0,-5,8,1,0,0,0.0,0,0,0,,L
8,George Karlaftis III,KAN,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%,L
9,Carlos Dunlap,KAN,0,0,0,,,,,,,,,,4,0,0,0.0,0,4,0,0.0%,L
10,Willie Gay Jr.,KAN,0,0,0,,,,,,,,,,0,0,0,0.0,0,5,1,16.7%,L
11,Creed Humphrey,KAN,0,0,0,,,,,,,,,,3,0,0,0.0,0,0,0,,L
12,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,L
13,Mike Hilton,CIN,0,6,6,100.0%,66,11.0,11.0,0,112.5,3.2,19,47,1,0,0,0.0,0,3,2,40.0%,L
14,Logan Wilson,CIN,0,4,3,75.0%,30,10.0,7.5,1,135.4,1.0,2,28,5,0,1,0.0,1,7,0,0.0%,L
15,Vonn Bell,CIN,0,4,2,50.0%,33,16.5,8.3,0,78.1,18.0,11,22,0,0,0,0.0,0,5,0,0.0%,L
16,Germaine Pratt,CIN,0,2,2,100.0%,32,16.0,16.0,0,118.7,8.5,17,15,0,0,0,0.0,0,4,0,0.0%,L
17,Cam Taylor-Britt,CIN,0,3,1,33.3%,5,5.0,1.7,0,42.4,5.7,-1,6,0,0,0,0.0,0,3,2,40.0%,L
18,Jessie Bates III,CIN,0,2,1,50.0%,15,15.0,7.5,0,75.0,34.0,13,2,1,0,0,0.0,0,8,1,11.1%,L
19,Eli Apple,CIN,0,2,1,50.0%,42,42.0,21.0,0,95.8,7.0,11,31,0,0,0,0.0,0,3,0,0.0%,L
20,Trey Hendrickson,CIN,0,0,0,,,,,,,,,,0,1,3,0.0,4,0,0,,L
21,Sam Hubbard,CIN,0,0,0,,,,,,,,,,0,1,0,1.0,2,3,0,0.0%,L
22,B.J. Hill,CIN,0,0,0,,,,,,,,,,0,1,1,0.0,2,4,0,0.0%,L
23,Joseph Ossai,CIN,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%,L
24,Cameron Sample,CIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%,L
25,Akeem Davis-Gaither,CIN,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%,L
0,Nick Bolton,KAN,0,7,7,100.0%,62,8.9,8.9,0,103.6,5.6,39,23,1,0,0,0.0,0,16,2,11.1%,W
1,Trent McDuffie,KAN,0,7,6,85.7%,60,10.0,8.6,1,142.0,9.3,45,15,4,0,0,0.0,0,7,0,0.0%,W
2,L'Jarius Sneed,KAN,0,7,3,42.9%,13,4.3,1.9,0,50.3,11.0,4,9,0,0,0,0.0,0,3,0,0.0%,W
3,Willie Gay Jr.,KAN,0,3,2,66.7%,22,11.0,7.3,0,88.2,3.0,7,15,2,0,0,0.0,0,5,1,16.7%,W
4,Leo Chenal,KAN,0,1,1,100.0%,10,10.0,10.0,0,108.3,4.0,4,6,0,0,0,0.0,0,5,0,0.0%,W
5,Jaylen Watson,KAN,0,4,1,25.0%,13,13.0,3.3,0,40.6,13.5,11,2,0,0,0,0.0,0,2,0,0.0%,W
6,Juan Thornhill,KAN,1,1,1,100.0%,4,4.0,4.0,0,43.7,-3.0,-3,7,1,0,0,0.0,0,7,0,0.0%,W
7,Darius Harris,KAN,0,1,1,100.0%,24,24.0,24.0,0,118.7,11.0,11,13,0,0,0,0.0,0,2,0,0.0%,W
8,Bryan Cook,KAN,0,1,1,100.0%,11,11.0,11.0,0,112.5,11.0,11,0,0,0,0,0.0,0,1,0,0.0%,W
9,Chris Jones,KAN,0,0,0,,,,,,,,,,0,3,3,2.5,9,5,0,0.0%,W
10,Carlos Dunlap,KAN,0,0,0,,,,,,,,,,0,1,2,0.0,3,0,0,,W
11,Justin Reid,KAN,0,2,0,0.0%,,,0.0,,39.6,20.0,,,3,1,0,1.0,2,6,0,0.0%,W
12,Michael Danna,KAN,0,0,0,,,,,,,,,,0,0,0,2.0,2,3,1,25.0%,W
13,George Karlaftis III,KAN,0,0,0,,,,,,,,,,0,1,0,0.5,2,3,1,25.0%,W
14,Frank Clark,KAN,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,W
15,Khalen Saunders,KAN,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,W
16,Derrick Nnadi,KAN,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,,W
17,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
18,Roderic Teamer,LVR,0,4,4,100.0%,22,5.5,5.5,1,129.2,1.8,7,15,3,1,0,0.0,1,5,1,16.7%,W
19,Amik Robertson,LVR,0,4,3,75.0%,79,26.3,19.8,0,116.7,19.8,46,33,0,0,0,0.0,0,3,0,0.0%,W
20,Trevon Moehrig,LVR,0,3,2,66.7%,25,12.5,8.3,0,92.4,12.7,4,21,0,0,0,0.0,0,4,0,0.0%,W
21,Nate Hobbs,LVR,0,3,2,66.7%,13,6.5,4.3,0,75.7,3.0,6,7,0,0,0,0.0,0,1,1,50.0%,W
22,Duron Harmon,LVR,0,3,2,66.7%,16,8.0,5.3,0,79.9,5.3,15,1,0,0,0,0.0,0,7,2,22.2%,W
23,Luke Masterson,LVR,0,1,1,100.0%,28,28.0,28.0,0,118.7,19.0,19,9,1,0,1,0.0,1,9,0,0.0%,W
24,Harvey Langi,LVR,0,1,1,100.0%,7,7.0,7.0,0,95.8,3.0,3,4,0,0,0,0.0,0,2,0,0.0%,W
25,Sidney Jones,LVR,0,3,1,33.3%,4,4.0,1.3,0,42.4,17.0,0,4,0,0,0,0.0,0,4,0,0.0%,W
26,Isaiah Pola-Mao,LVR,0,1,1,100.0%,-2,-2.0,-2.0,0,79.2,-3.0,-3,1,0,0,0,0.0,0,2,1,33.3%,W
27,Tyler Hall,LVR,0,1,1,100.0%,10,10.0,10.0,0,108.3,10.0,10,0,0,0,0,0.0,0,2,0,0.0%,W
28,Maxx Crosby,LVR,0,0,0,,,,,,,,,,5,3,0,1.0,4,5,1,16.7%,W
29,Clelin Ferrell,LVR,0,0,0,,,,,,,,,,5,1,0,1.0,2,3,0,0.0%,W
30,Malcolm Koonce,LVR,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,,W
31,Bilal Nichols,LVR,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,0,0.0%,W
32,Neil Farrell,LVR,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,W
33,Jerry Tillery,LVR,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%,W
0,Roger McCreary,TEN,1,13,10,76.9%,118,11.8,9.1,1,97.6,5.9,70,48,0,0,0,0.0,0,8,2,20.0%,W
1,David Long,TEN,0,10,8,80.0%,60,7.5,6.0,0,91.7,4.6,36,24,2,0,1,0.0,1,10,1,9.1%,W
2,Andrew Adams,TEN,0,10,7,70.0%,89,12.7,8.9,0,97.5,8.7,30,59,1,0,0,0.0,0,7,0,0.0%,W
3,Kevin Byard,TEN,0,10,6,60.0%,71,11.8,7.1,0,81.7,8.8,46,25,1,0,0,0.0,0,12,0,0.0%,W
4,Joshua Kalu,TEN,0,8,6,75.0%,29,4.8,3.6,0,79.7,3.0,6,23,0,0,0,0.0,0,9,1,10.0%,W
5,Terrance Mitchell,TEN,0,5,5,100.0%,50,10.0,10.0,0,108.3,7.4,37,13,0,0,0,0.0,0,6,0,0.0%,W
6,Dylan Cole,TEN,0,5,4,80.0%,40,10.0,8.0,0,100.0,6.4,21,19,2,1,0,0.0,1,8,0,0.0%,W
7,Kristian Fulton,TEN,0,10,4,40.0%,55,13.8,5.5,0,58.3,11.9,36,19,0,0,0,0.0,0,4,1,20.0%,W
8,Zach Cunningham,TEN,0,7,4,57.1%,40,10.0,5.7,0,73.5,3.4,14,26,0,0,0,0.0,0,4,0,0.0%,W
9,Denico Autry,TEN,0,1,1,100.0%,6,6.0,6.0,0,91.7,-4.0,-4,10,0,0,1,2.0,3,3,0,0.0%,W
10,Monty Rice,TEN,0,1,1,100.0%,14,14.0,14.0,0,118.7,9.0,9,5,0,0,0,0.0,0,1,0,0.0%,W
11,Mario Edwards,TEN,0,0,0,,,,,,,,,,0,2,0,1.0,3,2,0,0.0%,W
12,DeMarcus Walker,TEN,0,0,0,,,,,,,,,,0,1,0,1.0,2,2,0,0.0%,W
13,Teair Tart,TEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%,W
14,Naquan Jones,TEN,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,W
15,Rashad Weaver,TEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,,W
16,Lonnie Johnson Jr.,TEN,0,2,0,0.0%,,,0.0,,39.6,26.5,,,0,0,0,0.0,0,1,0,0.0%,W
17,Jeffery Simmons,TEN,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,2,33.3%,W
18,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
19,Juan Thornhill,KAN,0,1,1,100.0%,18,18.0,18.0,0,118.7,17.0,17,1,1,0,0,0.0,0,1,2,66.7%,W
20,Joshua Williams,KAN,0,1,1,100.0%,2,2.0,2.0,0,79.2,-4.0,-4,6,0,0,0,0.0,0,2,1,33.3%,W
21,Justin Reid,KAN,0,2,1,50.0%,16,16.0,8.0,0,77.1,7.5,13,3,1,0,0,0.0,0,3,1,25.0%,W
22,Willie Gay Jr.,KAN,0,1,1,100.0%,48,48.0,48.0,0,118.7,-4.0,-4,52,0,0,0,0.0,0,5,2,28.6%,W
23,Leo Chenal,KAN,0,1,1,100.0%,48,48.0,48.0,0,118.7,-4.0,-4,52,2,0,0,0.0,0,2,1,33.3%,W
24,Nick Bolton,KAN,0,1,1,100.0%,-4,-4.0,-4.0,0,79.2,-4.0,-4,0,1,0,0,0.0,0,3,0,0.0%,W
25,Chris Jones,KAN,0,0,0,,,,,,,,,,0,2,0,0.5,3,2,0,0.0%,W
26,Carlos Dunlap,KAN,0,0,0,,,,,,,,,,0,1,0,1.5,3,4,0,0.0%,W
27,George Karlaftis III,KAN,0,0,0,,,,,,,,,,1,2,0,0.0,2,2,0,0.0%,W
28,Khalen Saunders,KAN,0,0,0,,,,,,,,,,0,0,0,1.0,1,6,0,0.0%,W
29,L'Jarius Sneed,KAN,0,4,0,0.0%,,,0.0,,39.6,18.3,,,1,1,0,0.0,1,5,0,0.0%,W
30,Michael Danna,KAN,0,0,0,,,,,,,,,,1,1,0,0.0,1,4,0,0.0%,W
31,Derrick Nnadi,KAN,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,W
32,Trent McDuffie,KAN,0,2,0,0.0%,,,0.0,,39.6,20.0,,,0,0,0,0.0,0,2,1,33.3%,W
33,Jaylen Watson,KAN,0,1,0,0.0%,,,0.0,,39.6,26.0,,,0,0,0,0.0,0,0,0,,W
0,L'Jarius Sneed,KAN,0,11,7,63.6%,72,10.3,6.5,0,82.4,6.3,34,38,4,0,1,1.0,2,9,0,0.0%,W
1,Jaylen Watson,KAN,0,8,7,87.5%,71,10.1,8.9,1,143.2,7.0,46,25,1,0,0,0.0,0,5,0,0.0%,W
2,Justin Reid,KAN,0,7,5,71.4%,65,13.0,9.3,0,100.3,6.9,35,30,5,0,0,0.0,0,5,0,0.0%,W
3,Rashad Fenton,KAN,0,6,4,66.7%,39,9.8,6.5,0,84.7,9.3,18,21,1,0,0,0.0,0,6,0,0.0%,W
4,Bryan Cook,KAN,0,5,3,60.0%,22,7.3,4.4,1,110.0,13.0,16,6,3,0,1,0.0,1,5,0,0.0%,W
5,Tershawn Wharton,KAN,0,2,2,100.0%,12,6.0,6.0,0,91.7,1.0,2,10,0,0,2,0.0,2,2,0,0.0%,W
6,Nick Bolton,KAN,0,4,2,50.0%,23,11.5,5.8,0,67.7,2.5,10,13,7,0,0,0.0,0,9,0,0.0%,W
7,Juan Thornhill,KAN,0,3,2,66.7%,15,7.5,5.0,1,118.1,6.0,13,2,0,0,0,0.0,0,2,1,33.3%,W
8,Darius Harris,KAN,0,3,2,66.7%,36,18.0,12.0,0,107.6,3.3,3,33,2,0,0,0.0,0,0,0,,W
9,George Karlaftis III,KAN,0,2,1,50.0%,7,7.0,3.5,0,58.3,3.0,3,4,0,0,0,0.0,0,2,0,0.0%,W
10,Frank Clark,KAN,0,1,1,100.0%,9,9.0,9.0,0,104.2,0.0,0,9,0,0,0,0.0,0,1,1,50.0%,W
11,Chris Jones,KAN,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,W
12,Carlos Dunlap,KAN,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,,W
13,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
14,Devin White,TAM,0,7,5,71.4%,46,9.2,6.6,0,89.0,5.9,33,13,2,1,1,0.0,2,11,1,8.3%,W
15,Carlton Davis,TAM,0,5,5,100.0%,85,17.0,17.0,1,158.3,6.6,33,52,1,0,1,0.0,1,3,0,0.0%,W
16,Lavonte David,TAM,0,6,5,83.3%,83,16.6,13.8,1,158.3,11.2,54,29,0,0,0,0.0,0,10,0,0.0%,W
17,Antoine Winfield Jr.,TAM,0,6,3,50.0%,13,4.3,2.2,0,56.2,1.7,-1,14,1,0,0,0.0,0,5,0,0.0%,W
18,Mike Edwards,TAM,0,3,1,33.3%,5,5.0,1.7,0,42.4,14.0,4,1,3,0,0,1.0,1,13,1,7.1%,W
19,Anthony Nelson,TAM,0,1,1,100.0%,7,7.0,7.0,0,95.8,5.0,5,2,0,0,0,1.0,1,3,0,0.0%,W
20,William Gholston,TAM,0,1,1,100.0%,2,2.0,2.0,1,118.7,2.0,2,0,0,0,0,0.0,0,3,0,0.0%,W
21,Sean Murphy-Bunting,TAM,1,2,1,50.0%,2,2.0,1.0,0,16.7,7.0,-3,5,0,0,0,0.0,0,3,0,0.0%,W
22,Jamel Dean,TAM,0,5,1,20.0%,6,6.0,1.2,0,39.6,13.2,-1,7,0,0,0,0.0,0,2,0,0.0%,W
23,Keanu Neal,TAM,0,1,0,0.0%,,,0.0,,39.6,4.0,,,1,0,1,0.0,1,6,0,0.0%,W
24,Carl Nassib,TAM,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%,W
25,Shaquil Barrett,TAM,0,0,0,,,,,,,,,,2,1,0,0.0,1,4,0,0.0%,W
26,Logan Ryan,TAM,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%,W
27,Joe Tryon-Shoyinka,TAM,0,0,0,,,,,,,,,,2,0,0,0.0,0,3,0,0.0%,W
28,Ke'Shawn Vaughn,TAM,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%,W
0,Foyesade Oluokun,JAX,0,6,5,83.3%,33,6.6,5.5,0,89.6,4.7,25,8,1,0,0,0.0,0,7,0,0.0%,W
1,Montaric Brown,JAX,0,4,3,75.0%,36,12.0,9.0,0,102.1,8.0,22,14,0,0,0,0.0,0,3,1,25.0%,W
2,Devin Lloyd,JAX,0,4,3,75.0%,72,24.0,18.0,0,116.7,4.3,17,55,1,0,0,0.0,0,3,1,25.0%,W
3,Darious Williams,JAX,0,5,3,60.0%,52,17.3,10.4,0,95.4,12.6,43,9,0,0,0,0.0,0,3,0,0.0%,W
4,Tre Herndon,JAX,0,4,3,75.0%,60,20.0,15.0,0,116.7,11.8,38,22,0,0,0,0.0,0,1,1,50.0%,W
5,Josh Allen,JAX,0,2,2,100.0%,21,10.5,10.5,1,150.0,6.5,13,8,0,0,1,0.0,1,6,0,0.0%,W
6,Rayshawn Jenkins,JAX,0,2,2,100.0%,26,13.0,13.0,1,158.3,11.5,23,3,0,0,0,0.0,0,5,1,16.7%,W
7,Chad Muma,JAX,0,2,2,100.0%,12,6.0,6.0,0,91.7,2.5,5,7,1,0,0,0.0,0,6,0,0.0%,W
8,Andre Cisco,JAX,1,2,1,50.0%,7,7.0,3.5,1,58.3,9.0,6,1,0,0,0,0.0,0,3,0,0.0%,W
9,Tyson Campbell,JAX,0,2,1,50.0%,6,6.0,3.0,0,56.2,4.0,6,0,0,0,0,0.0,0,2,0,0.0%,W
10,Travon Walker,JAX,0,1,0,0.0%,,,0.0,,39.6,-1.0,,,0,0,1,0.0,1,2,0,0.0%,W
11,DaVon Hamilton,JAX,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,W
12,Roy Robertson-Harris,JAX,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,W
13,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
14,L'Jarius Sneed,KAN,0,7,7,100.0%,69,9.9,9.9,2,147.3,6.1,43,26,5,1,0,0.0,1,6,0,0.0%,W
15,Trent McDuffie,KAN,0,9,6,66.7%,57,9.5,6.3,0,84.0,12.0,43,14,1,0,0,0.0,0,7,0,0.0%,W
16,Justin Reid,KAN,0,6,5,83.3%,39,7.8,6.5,0,93.7,7.7,18,21,0,0,0,0.0,0,7,1,12.5%,W
17,Jaylen Watson,KAN,0,2,2,100.0%,20,10.0,10.0,0,108.3,8.0,16,4,0,0,0,0.0,0,1,0,0.0%,W
18,Juan Thornhill,KAN,0,5,2,40.0%,22,11.0,4.4,0,53.7,11.2,16,6,0,0,0,0.0,0,3,0,0.0%,W
19,Joshua Williams,KAN,0,3,2,66.7%,9,4.5,3.0,0,70.1,7.3,3,6,0,0,0,0.0,0,4,0,0.0%,W
20,Nick Bolton,KAN,0,3,2,66.7%,10,5.0,3.3,0,71.5,-2.0,-1,11,3,0,0,0.0,0,8,0,0.0%,W
21,Chris Jones,KAN,0,1,1,100.0%,24,24.0,24.0,0,118.7,-4.0,-4,28,0,0,0,1.5,2,2,0,0.0%,W
22,Willie Gay Jr.,KAN,0,1,1,100.0%,10,10.0,10.0,0,108.3,6.0,6,4,8,0,0,1.0,1,8,0,0.0%,W
23,Carlos Dunlap,KAN,0,2,1,50.0%,-1,-1.0,-0.5,0,56.2,-4.0,-2,1,0,0,0,0.5,1,5,0,0.0%,W
24,Khalen Saunders,KAN,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,W
25,Leo Chenal,KAN,0,0,0,,,,,,,,,,2,0,0,1.0,1,2,0,0.0%,W
0,Willie Gay Jr.,KAN,0,3,3,100.0%,19,6.3,6.3,0,93.1,2.0,6,13,1,0,0,1.0,1,11,0,0.0%,W
1,Nick Bolton,KAN,1,3,3,100.0%,26,8.7,8.7,0,63.2,4.0,12,14,0,0,0,0.0,0,14,0,0.0%,W
2,Joshua Williams,KAN,0,4,3,75.0%,65,21.7,16.3,0,116.7,16.0,50,15,0,0,0,0.0,0,7,1,12.5%,W
3,Jaylen Watson,KAN,0,3,3,100.0%,34,11.3,11.3,0,113.9,6.3,19,15,0,0,0,0.0,0,2,1,33.3%,W
4,Justin Reid,KAN,0,3,3,100.0%,29,9.7,9.7,0,106.9,5.0,15,14,1,0,0,0.0,0,4,0,0.0%,W
5,Bryan Cook,KAN,0,3,3,100.0%,33,11.0,11.0,1,152.1,5.7,17,16,0,0,0,0.0,0,3,0,0.0%,W
6,Trent McDuffie,KAN,0,3,2,66.7%,11,5.5,3.7,0,72.9,0.3,-5,16,1,0,0,0.0,0,6,1,14.3%,W
7,Chris Jones,KAN,0,1,1,100.0%,-2,-2.0,-2.0,0,79.2,-7.0,-7,5,0,0,2,2.0,4,5,0,0.0%,W
8,Juan Thornhill,KAN,0,1,1,100.0%,50,50.0,50.0,1,158.3,47.0,47,3,0,0,0,0.0,0,3,0,0.0%,W
9,L'Jarius Sneed,KAN,0,6,1,16.7%,15,15.0,2.5,0,39.6,11.5,15,0,2,0,0,0.0,0,5,0,0.0%,W
10,Michael Danna,KAN,0,0,0,,,,,,,,,,0,0,0,2.0,2,4,0,0.0%,W
11,George Karlaftis III,KAN,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,W
12,Frank Clark,KAN,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,W
13,Leo Chenal,KAN,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,W
14,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
15,Asante Samuel Jr.,LAC,0,11,6,54.5%,130,21.7,11.8,2,136.4,11.5,70,60,0,0,0,0.0,0,3,0,0.0%,W
16,Bryce Callahan,LAC,0,4,3,75.0%,66,22.0,16.5,0,116.7,14.0,56,10,2,0,1,0.0,1,6,1,14.3%,W
17,Derwin James,LAC,0,5,2,40.0%,26,13.0,5.2,1,96.7,6.0,11,15,1,0,0,1.0,1,7,1,12.5%,W
18,Nasir Adderley,LAC,0,2,2,100.0%,28,14.0,14.0,0,118.7,11.5,23,5,0,0,0,0.0,0,6,0,0.0%,W
19,Michael Davis,LAC,0,5,2,40.0%,14,7.0,2.8,0,47.9,10.8,5,9,1,0,0,0.0,0,3,0,0.0%,W
20,Sebastian Joseph-Day,LAC,0,1,1,100.0%,0,0.0,0.0,0,79.2,-5.0,-2,2,0,0,1,0.0,1,4,0,0.0%,W
21,Kenneth Murray,LAC,0,1,1,100.0%,34,34.0,34.0,0,118.7,9.0,9,25,0,0,0,0.0,0,0,0,,W
22,Breiden Fehoko,LAC,0,1,1,100.0%,1,1.0,1.0,0,79.2,0.0,0,1,0,0,0,0.0,0,2,0,0.0%,W
23,Drue Tranquill,LAC,0,1,1,100.0%,12,12.0,12.0,0,116.7,0.0,0,12,2,0,0,0.0,0,7,0,0.0%,W
24,Alohi Gilman,LAC,0,1,1,100.0%,18,18.0,18.0,0,118.7,18.0,18,0,0,0,0,0.0,0,2,0,0.0%,W
25,Kyle Van Noy,LAC,0,0,0,,,,,,,,,,0,0,2,0.0,2,2,0,0.0%,W
26,Khalil Mack,LAC,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,W
27,Troy Reeder,LAC,0,1,0,0.0%,,,0.0,,39.6,17.0,,,1,0,0,0.0,0,3,0,0.0%,W
28,Isaiah Spiller,LAC,0,1,0,0.0%,,,0.0,,39.6,11.0,,,0,0,0,0.0,0,0,0,,W
